No,Ligand Name,Canonical SMILES,InChIKey,DOI or link to data source,Albumin source organism,"Albumin concentration, μM",Albumin modifications,"Ligand concentration, μM",pH,Buffer,"Buffer concentration, M","Temperature, K",Method,Method details,Model,Ka in M scale,Kd in M scale,n,"ΔH, kJ/mol",Ka2,Kd2,n2,ΔH2,Tag,Ligand ChEMBL ID,Assay ChEMBL ID or BindingDB Ref
782,"Disodium (2S)-2-[(E)-({8'-[(E)-{[(1S)-1-Carboxylato-2-Phenylethyl]Imino}Methyl]-1,1',6,6',7,7'-Hexahydroxy-5,5'-Diisopropyl-3,3'-Dimethyl-[2,2'-Binaphthalen]-8-Yl}Methylidene)Amino]-3-Phenylpropanoate",[O-]C(=O)[C@H](Cc1ccccc1)/N=C/c1c(O)c(O)c(c2c1c(O)c(c(c2)C)c1c(C)cc2c(c1O)c(/C=N/[C@H](C(=O)[O-])Cc1ccccc1)c(c(c2C(C)C)O)O)C(C)C.[Na+].[Na+],QHDAUNLIDDWTMJ-SXFSINIWSA-L,10.1016/j.bmcl.2011.12.076,Homo sapiens,,,,,,,,Fluorescence spectroscopy,,,128400,,,,,,,,CHEMBL,CHEMBL1215008,CHEMBL1953042
783,"Disodium (2S,3S)-2-({[(8Z,8'Z)-8'-({[(1S,2S)-1-Carboxylato-2-Methylbutyl]Amino}Methylidene)-1,1',6,6'-Tetrahydroxy-5,5'-Diisopropyl-3,3'-Dimethyl-7,7'-Dioxo-[2,2'-Binaphthalen]-8-Ylidene]Methyl}Amino)-3-Methylpentanoate",CC[C@@H]([C@@H](C(=O)[O-])N/C=C/1\C(=O)C(=C(c2c1c(O)c(c(c2)C)c1c(C)cc2c(c1O)/C(=C/N[C@@H]([C@H](CC)C)C(=O)[O-])/C(=O)C(=C2C(C)C)O)C(C)C)O)C.[Na+].[Na+],RPNZZQHUJFHAQN-YEVRDWDASA-L,10.1016/j.bmcl.2011.12.076,Homo sapiens,,,,,,,,Fluorescence spectroscopy,,,53220,,,,,,,,CHEMBL,CHEMBL1949750,CHEMBL1953042
784,"Disodium 2-({[(8Z,8'Z)-8'-({[Carboxylato(4-Chlorophenyl)Methyl]Amino}Methylidene)-1,1',6,6'-Tetrahydroxy-5,5'-Diisopropyl-3,3'-Dimethyl-7,7'-Dioxo-[2,2'-Binaphthalen]-8-Ylidene]Methyl}Amino)-2-(4-Chlorophenyl)Acetate",[O-]C(=O)C(c1ccc(cc1)Cl)N/C=C/1\C(=O)C(=C(c2c1c(O)c(c(c2)C)c1c(C)cc2c(c1O)/C(=C/NC(c1ccc(cc1)Cl)C(=O)[O-])/C(=O)C(=C2C(C)C)O)C(C)C)O.[Na+].[Na+],KSRISCKRADIOTH-KBPDNMHTSA-L,10.1016/j.bmcl.2011.12.076,Homo sapiens,,,,,,,,Fluorescence spectroscopy,,,12870,,,,,,,,CHEMBL,CHEMBL1949753,CHEMBL1953042
785,"Disodium 2-({[(8Z,8'Z)-8'-({[Carboxylato(4-Hydroxyphenyl)Methyl]Amino}Methylidene)-1,1',6,6'-Tetrahydroxy-5,5'-Diisopropyl-3,3'-Dimethyl-7,7'-Dioxo-[2,2'-Binaphthalen]-8-Ylidene]Methyl}Amino)-2-(4-Hydroxyphenyl)Acetate",[O-]C(=O)C(c1ccc(cc1)O)N/C=C/1\C(=O)C(=C(c2c1c(O)c(c(c2)C)c1c(C)cc2c(c1O)/C(=C/NC(c1ccc(cc1)O)C(=O)[O-])/C(=O)C(=C2C(C)C)O)C(C)C)O.[Na+].[Na+],WPJJRKOZYHCJON-KBPDNMHTSA-L,10.1016/j.bmcl.2011.12.076,Homo sapiens,,,,,,,,Fluorescence spectroscopy,,,21610,,,,,,,,CHEMBL,CHEMBL1949752,CHEMBL1953042
786,"Disodium 2-({[(8Z,8'Z)-8'-{[(1-Carboxylato-1-Methylethyl)Amino]Methylidene}-1,1',6,6'-Tetrahydroxy-5,5'-Diisopropyl-3,3'-Dimethyl-7,7'-Dioxo-[2,2'-Binaphthalen]-8-Ylidene]Methyl}Amino)-2-Methylpropanoate",[O-]C(=O)C(N/C=C/1\C(=O)C(=C(c2c1c(O)c(c(c2)C)c1c(C)cc2c(c1O)/C(=C/NC(C(=O)[O-])(C)C)/C(=O)C(=C2C(C)C)O)C(C)C)O)(C)C.[Na+].[Na+],HRMOLFBFMLRXDC-MROCHPEUSA-L,10.1016/j.bmcl.2011.12.076,Homo sapiens,,,,,,,,Fluorescence spectroscopy,,,191300,,,,,,,,CHEMBL,CHEMBL1949748,CHEMBL1953042
787,"Disodium 2-({[(8Z,8'Z)-8'-{[(Carboxylatomethyl)Amino]Methylidene}-1,1',6,6'-Tetrahydroxy-5,5'-Diisopropyl-3,3'-Dimethyl-7,7'-Dioxo-[2,2'-Binaphthalen]-8-Ylidene]Methyl}Amino)Acetate",[O-]C(=O)CN/C=C/1\C(=O)C(=C(c2c1c(O)c(c(c2)C)c1c(C)cc2c(c1O)/C(=C/NCC(=O)[O-])/C(=O)C(=C2C(C)C)O)C(C)C)O.[Na+].[Na+],OGXTWRGYMGLVEA-RIMIBXIJSA-L,10.1016/j.bmcl.2011.12.076,Homo sapiens,,,,,,,,Fluorescence spectroscopy,,,12460,,,,,,,,CHEMBL,CHEMBL1949745,CHEMBL1953042
788,"Disodium 5-({[(8Z,8'Z)-8'-{[(4-Carboxylatobutyl)Amino]Methylidene}-1,1',6,6'-Tetrahydroxy-5,5'-Diisopropyl-3,3'-Dimethyl-7,7'-Dioxo-[2,2'-Binaphthalen]-8-Ylidene]Methyl}Amino)Pentanoate",[O-]C(=O)CCCCN/C=C/1\C(=O)C(=C(c2c1c(O)c(c(c2)C)c1c(C)cc2c(c1O)/C(=C/NCCCCC(=O)[O-])/C(=O)C(=C2C(C)C)O)C(C)C)O.[Na+].[Na+],BOCYNNUONAGVQM-XKRXHFONSA-L,10.1016/j.bmcl.2011.12.076,Homo sapiens,,,,,,,,Fluorescence spectroscopy,,,24290,,,,,,,,CHEMBL,CHEMBL1949755,CHEMBL1953042
789,"Disodium 6-({[(8Z,8'Z)-8'-{[(5-Carboxylatopentyl)Amino]Methylidene}-1,1',6,6'-Tetrahydroxy-5,5'-Diisopropyl-3,3'-Dimethyl-7,7'-Dioxo-[2,2'-Binaphthalen]-8-Ylidene]Methyl}Amino)Hexanoate",[O-]C(=O)CCCCCN/C=C/1\C(=O)C(=C(c2c1c(O)c(c(c2)C)c1c(C)cc2c(c1O)/C(=C/NCCCCCC(=O)[O-])/C(=O)C(=C2C(C)C)O)C(C)C)O.[Na+].[Na+],JYXNGOIALGRKDS-SQFCZRFJSA-L,10.1016/j.bmcl.2011.12.076,Homo sapiens,,,,,,,,Fluorescence spectroscopy,,,32200,,,,,,,,CHEMBL,CHEMBL1949756,CHEMBL1953042
790,"Disodium 8-({[(8Z,8'Z)-8'-{[(7-Carboxylatoheptyl)Amino]Methylidene}-1,1',6,6'-Tetrahydroxy-5,5'-Diisopropyl-3,3'-Dimethyl-7,7'-Dioxo-[2,2'-Binaphthalen]-8-Ylidene]Methyl}Amino)Octanoate",[O-]C(=O)CCCCCCCN/C=C/1\C(=O)C(=C(c2c1c(O)c(c(c2)C)c1c(C)cc2c(c1O)/C(=C/NCCCCCCCC(=O)[O-])/C(=O)C(=C2C(C)C)O)C(C)C)O.[Na+].[Na+],HTNCIFUDGMDESH-QUONSZOUSA-L,10.1016/j.bmcl.2011.12.076,Homo sapiens,,,,,,,,Fluorescence spectroscopy,,,28630,,,,,,,,CHEMBL,CHEMBL1949757,CHEMBL1953042
791,Dixyrazine,OCCOCCN1CCN(CC1)CC(CN1c2ccccc2Sc2c1cccc2)C,MSYUMPGNGDNTIQ-UHFFFAOYSA-N,10.1021/jm00213a022,Bos taurus,14.5-21.1,,14.5,7.44,"Phosphate, NaCl",0.054,298,Circular dichroism,,,16218.1009735893,,,,,,,,CHEMBL,CHEMBL3275586,CHEMBL3279831
792,Docetaxel Trihydrate,CC(=O)O[C@@]12CO[C@@H]1C[C@@H]([C@@]1([C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@@H]([C@H](c3ccccc3)NC(=O)OC(C)(C)C)O)C(=C(C2(C)C)[C@H](C1=O)O)C)C)O.O.O.O,XCDIRYDKECHIPE-QHEQPUDQSA-N,10.1021/jm049343o,Homo sapiens,,,30,,,,,Surface plasmon resonance,,,,1.99E-04,,,,2.11E-03,,,CHEMBL,CHEMBL3545252,CHEMBL828328
793,Doxepin,CN(CC/C=C\1/c2ccccc2OCc2c1cccc2)C,ODQWQRRAPPTVAG-GZTJUZNOSA-N,10.1002/bio.3126,Bos taurus,20,,1000-100000,7.4,Tris-HCl,0.002,300,Fluorescence spectroscopy,λex 280 nm,Double logarithmic plot,1.37E+05,,0.988,,,,,,,,
794,Doxepin,CN(CC/C=C\1/c2ccccc2OCc2c1cccc2)C,ODQWQRRAPPTVAG-GZTJUZNOSA-N,10.1002/bio.3126,Bos taurus,20,,1000-100000,7.4,Tris-HCl,0.002,300,Fluorescence spectroscopy,λex 280 nm,Stern-Volmer,1.35E+05,,,,,,,,,,
795,Doxepin,CN(CC/C=C\1/c2ccccc2OCc2c1cccc2)C,ODQWQRRAPPTVAG-GZTJUZNOSA-N,10.1016/j.ijbiomac.2006.03.027,Bos taurus,12,,50-300,7.4,"Phosphate, 0.15 M NaCl",0.1,288,Fluorescence spectroscopy,λex 296 nm,Double logarithmic plot,6.75E+03,,1.02,,,,,,,,
796,Doxepin,CN(CC/C=C\1/c2ccccc2OCc2c1cccc2)C,ODQWQRRAPPTVAG-GZTJUZNOSA-N,10.1016/j.ijbiomac.2006.03.027,Bos taurus,12,,50-300,7.4,"Phosphate, 0.15 M NaCl",0.1,300,Fluorescence spectroscopy,λex 296 nm,Double logarithmic plot,5.16E+03,,1,,,,,,,,
797,Doxepin,CN(CC/C=C\1/c2ccccc2OCc2c1cccc2)C,ODQWQRRAPPTVAG-GZTJUZNOSA-N,10.1016/j.ijbiomac.2006.03.027,Bos taurus,12,,50-300,7.4,"Phosphate, 0.15 M NaCl",0.1,309,Fluorescence spectroscopy,λex 296 nm,Double logarithmic plot,4.11E+03,,0.99,,,,,,,,
798,Doxepin,CN(CC/C=C\1/c2ccccc2OCc2c1cccc2)C,ODQWQRRAPPTVAG-GZTJUZNOSA-N,10.1016/j.ijbiomac.2006.03.027,Bos taurus,12,,50-300,7.4,"Phosphate, 0.15 M NaCl",0.1,288,Fluorescence spectroscopy,λex 296 nm,Stern-Volmer,5.70E+03,,,-17.06,,,,,,,
799,Doxepin,CN(CC/C=C\1/c2ccccc2OCc2c1cccc2)C,ODQWQRRAPPTVAG-GZTJUZNOSA-N,10.1016/j.ijbiomac.2006.03.027,Bos taurus,12,,50-300,7.4,"Phosphate, 0.15 M NaCl",0.1,300,Fluorescence spectroscopy,λex 296 nm,Stern-Volmer,5.10E+03,,,,,,,,,,
800,Doxepin,CN(CC/C=C\1/c2ccccc2OCc2c1cccc2)C,ODQWQRRAPPTVAG-GZTJUZNOSA-N,10.1016/j.ijbiomac.2006.03.027,Bos taurus,12,,50-300,7.4,"Phosphate, 0.15 M NaCl",0.1,309,Fluorescence spectroscopy,λex 296 nm,Stern-Volmer,4.10E+03,,,,,,,,,,
801,Doxepin,CN(CC/C=C\1/c2ccccc2OCc2c1cccc2)C,ODQWQRRAPPTVAG-GZTJUZNOSA-N,10.1016/j.jphotochem.2005.08.008,Homo sapiens,10,,25-150,7.4,"Phosphate, 0.15 M NaCl",0.1,288,Fluorescence spectroscopy,λex 280 nm,Double logarithmic plot,9.73E+03,,1.04,,,,,,,,
802,Doxepin,CN(CC/C=C\1/c2ccccc2OCc2c1cccc2)C,ODQWQRRAPPTVAG-GZTJUZNOSA-N,10.1016/j.jphotochem.2005.08.008,Homo sapiens,10,,25-150,7.4,"Phosphate, 0.15 M NaCl",0.1,301,Fluorescence spectroscopy,λex 280 nm,Double logarithmic plot,7.06E+03,,1.02,,,,,,,,
803,Doxepin,CN(CC/C=C\1/c2ccccc2OCc2c1cccc2)C,ODQWQRRAPPTVAG-GZTJUZNOSA-N,10.1016/j.jphotochem.2005.08.008,Homo sapiens,10,,25-150,7.4,"Phosphate, 0.15 M NaCl",0.1,309,Fluorescence spectroscopy,λex 280 nm,Double logarithmic plot,6.21E+03,,1.01,,,,,,,,
804,Doxepin,CN(CC/C=C\1/c2ccccc2OCc2c1cccc2)C,ODQWQRRAPPTVAG-GZTJUZNOSA-N,10.1016/j.jphotochem.2005.08.008,Homo sapiens,10,,25-150,7.4,"Phosphate, 0.15 M NaCl",0.1,288,Fluorescence spectroscopy,λex 280 nm,Stern-Volmer,6.51E+03,,,-15.75,,,,,,,
805,Doxepin,CN(CC/C=C\1/c2ccccc2OCc2c1cccc2)C,ODQWQRRAPPTVAG-GZTJUZNOSA-N,10.1016/j.jphotochem.2005.08.008,Homo sapiens,10,,25-150,7.4,"Phosphate, 0.15 M NaCl",0.1,301,Fluorescence spectroscopy,λex 280 nm,Stern-Volmer,6.03E+03,,,,,,,,,,
806,Doxepin,CN(CC/C=C\1/c2ccccc2OCc2c1cccc2)C,ODQWQRRAPPTVAG-GZTJUZNOSA-N,10.1016/j.jphotochem.2005.08.008,Homo sapiens,10,,25-150,7.4,"Phosphate, 0.15 M NaCl",0.1,309,Fluorescence spectroscopy,λex 280 nm,Stern-Volmer,5.52E+03,,,,,,,,,,
807,Doxepin,CN(CC/C=C\1/c2ccccc2OCc2c1cccc2)C,ODQWQRRAPPTVAG-GZTJUZNOSA-N,10.1016/S0731-7085(02)00223-6,Homo sapiens,0-400,,50,7.4,Phosphate (DPBS),0.0095,298,Pressure-assisted capillary electrophoresis/frontal analysis ,,,3.60E+03,,,,,,,,,,
808,Doxorubicin Hydrochloride,OCC(=O)[C@@]1(O)C[C@H](O[C@H]2C[C@H](N)[C@@H]([C@@H](O2)C)O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC.Cl,MWWSFMDVAYGXBV-RUELKSSGSA-N,10.1016/j.bmc.2019.115131,Homo sapiens,,,,,,,,,,,3000,,,,,,,,CHEMBL,CHEMBL359744,CHEMBL4410670
809,Endoxifen,CNCCOc1ccc(cc1)/C(=C(\c1ccccc1)/CC)/c1ccc(cc1)O,MHJBZVSGOZTKRH-IZHYLOQSSA-N,10.1016/j.ejmech.2011.07.005,Bos taurus,25,,1-100,7.4,Tris-HCl,0.01,298,Fluorescence spectroscopy,,Double logarithmic plot,8000,,1.13,,,,,,CHEMBL,CHEMBL1093458,CHEMBL1837814
810,Endoxifen,CNCCOc1ccc(cc1)/C(=C(\c1ccccc1)/CC)/c1ccc(cc1)O,MHJBZVSGOZTKRH-IZHYLOQSSA-N,10.1016/j.ejmech.2011.07.005,Bos taurus,25,,1-100,7.4,Tris-HCl,0.01,298,Fluorescence spectroscopy,,McGhee and von Hippel method,11000,,1.1,,,,,,CHEMBL,CHEMBL1093458,CHEMBL1837815
811,"Ethyl 2-({[(8Z,8'Z)-8'-{[(2-Ethoxy-2-Oxoethyl)Amino]Methylidene}-1,1',6,6'-Tetrahydroxy-5,5'-Diisopropyl-3,3'-Dimethyl-7,7'-Dioxo-[2,2'-Binaphthalen]-8-Ylidene]Methyl}Amino)Acetate",CCOC(=O)CN/C=C/1\C(=O)C(=C(c2c1c(O)c(c(c2)C)c1c(C)cc2c(c1O)/C(=C/NCC(=O)OCC)/C(=O)C(=C2C(C)C)O)C(C)C)O,FVKDTNSCJAWSQP-GACBQCINSA-N,10.1016/j.bmcl.2011.12.076,Homo sapiens,,,,,,,,Fluorescence spectroscopy,,,190.3,,,,,,,,CHEMBL,CHEMBL1952319,CHEMBL1953042
812,"Ethyl 2-{4-[(1E)-2-(3,5-Dihydroxyphenyl)Ethenyl]Phenoxy}Acetate",CCOC(=O)COc1ccc(cc1)/C=C/c1cc(O)cc(c1)O,WJQIKFVQRWHHKV-ONEGZZNKSA-N,10.1016/j.bmc.2008.05.002,Homo sapiens,4,,,7,Phosphate,0.05,298,Fluorescence spectroscopy,,Modified Stern-Volmer,114000,,,,,,,,CHEMBL,CHEMBL488354,CHEMBL953986
813,Famotidine,NC(=Nc1scc(n1)CSCC/C(=N/S(=O)(=O)N)/N)N,XUFQPHANEAPEMJ-UHFFFAOYSA-N,10.3329/dujps.v15i1.29187,Bos taurus,20,,20-320,7.4,Phosphate,0.03,298,Fluorescence spectroscopy,λex 293 nm,Stern-Volmer,1.91E+04,,,,,,,,,,
814,Famotidine,NC(=Nc1scc(n1)CSCC/C(=N/S(=O)(=O)N)/N)N,XUFQPHANEAPEMJ-UHFFFAOYSA-N,10.3329/dujps.v15i1.29187,Bos taurus,20,,20-320,7.4,Phosphate,0.03,308,Fluorescence spectroscopy,λex 293 nm,Stern-Volmer,2.03E+04,,,,,,,,,,
815,Famotidine,NC(=Nc1scc(n1)CSCC/C(=N/S(=O)(=O)N)/N)N,XUFQPHANEAPEMJ-UHFFFAOYSA-N,10.3788/LOP55.043003,Bos taurus,2.53,,0-8,7.4,"Phosphate, 0.05 M NaCl",0.2,306,Fluorescence spectroscopy,λex 285 nm,Double logarithmic plot,9.86E+04,,1.01904,-93.149,,,,,,,
816,Famotidine,NC(=Nc1scc(n1)CSCC/C(=N/S(=O)(=O)N)/N)N,XUFQPHANEAPEMJ-UHFFFAOYSA-N,10.3788/LOP55.043003,Bos taurus,2.53,,0-8,7.4,"Phosphate, 0.05 M NaCl",0.2,314,Fluorescence spectroscopy,λex 285 nm,Double logarithmic plot,3.89E+04,,0.95886,-93.149,,,,,,,
817,Finasteride,O=C1C=C[C@]2([C@H](N1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)NC(C)(C)C)C)C,DBEPLOCGEIEOCV-WSBQPABSSA-N,10.1039/C5AY00813A,Bos taurus,3.01,,1.342-40.263,7.4,Phosphate,,288,Fluorescence spectroscopy,λex 280 nm,Double logarithmic plot,5.02E+04,,0.99,,,,,,,,
818,Finasteride,O=C1C=C[C@]2([C@H](N1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)NC(C)(C)C)C)C,DBEPLOCGEIEOCV-WSBQPABSSA-N,10.1039/C5AY00813A,Bos taurus,3.01,,1.342-40.263,7.4,Phosphate,,298,Fluorescence spectroscopy,λex 280 nm,Double logarithmic plot,2.88E+04,,0.94,-31.28,,,,,,,
819,Finasteride,O=C1C=C[C@]2([C@H](N1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)NC(C)(C)C)C)C,DBEPLOCGEIEOCV-WSBQPABSSA-N,10.1039/C5AY00813A,Bos taurus,3.01,,1.342-40.263,7.4,Phosphate,,309,Fluorescence spectroscopy,λex 280 nm,Double logarithmic plot,2.07E+04,,0.89,,,,,,,,
820,Finasteride,O=C1C=C[C@]2([C@H](N1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)NC(C)(C)C)C)C,DBEPLOCGEIEOCV-WSBQPABSSA-N,10.1039/C5AY00813A,Bos taurus,3.01,,1.342-40.263,7.4,Phosphate,,288,Fluorescence spectroscopy,λex 280 nm,Lineweaver-Burk,1.12E+05,,,,,,,,,,
821,Finasteride,O=C1C=C[C@]2([C@H](N1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)NC(C)(C)C)C)C,DBEPLOCGEIEOCV-WSBQPABSSA-N,10.1039/C5AY00813A,Bos taurus,3.01,,1.342-40.263,7.4,Phosphate,,298,Fluorescence spectroscopy,λex 280 nm,Lineweaver-Burk,9.27E+04,,,,,,,,,,
822,Finasteride,O=C1C=C[C@]2([C@H](N1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)NC(C)(C)C)C)C,DBEPLOCGEIEOCV-WSBQPABSSA-N,10.1039/C5AY00813A,Bos taurus,3.01,,1.342-40.263,7.4,Phosphate,,309,Fluorescence spectroscopy,λex 280 nm,Lineweaver-Burk,8.13E+04,,,,,,,,,,
823,Finasteride,O=C1C=C[C@]2([C@H](N1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)NC(C)(C)C)C)C,DBEPLOCGEIEOCV-WSBQPABSSA-N,10.1039/C5AY00813A,Bos taurus,3.01,,1.342-40.263,7.4,Phosphate,,288,Fluorescence spectroscopy,λex 280 nm,Stern-Volmer,6.90E+04,,,,,,,,,,
824,Finasteride,O=C1C=C[C@]2([C@H](N1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)NC(C)(C)C)C)C,DBEPLOCGEIEOCV-WSBQPABSSA-N,10.1039/C5AY00813A,Bos taurus,3.01,,1.342-40.263,7.4,Phosphate,,298,Fluorescence spectroscopy,λex 280 nm,Stern-Volmer,6.64E+04,,,,,,,,,,
825,Finasteride,O=C1C=C[C@]2([C@H](N1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)NC(C)(C)C)C)C,DBEPLOCGEIEOCV-WSBQPABSSA-N,10.1039/C5AY00813A,Bos taurus,3.01,,1.342-40.263,7.4,Phosphate,,309,Fluorescence spectroscopy,λex 280 nm,Stern-Volmer,6.44E+04,,,,,,,,,,
826,Fluconazole,Fc1ccc(c(c1)F)C(Cn1cncn1)(Cn1cncn1)O,RFHAOTPXVQNOHP-UHFFFAOYSA-N,10.1016/j.bmcl.2014.09.034,Homo sapiens,10,,0-18,7.4,"Tris-HCl, 0.15 M NaCl",0.05,298,Fluorescence spectroscopy,,Modified Stern-Volmer,64700,,,,,,,,CHEMBL,CHEMBL106,CHEMBL3375843
827,Fluconazole,Fc1ccc(c(c1)F)C(Cn1cncn1)(Cn1cncn1)O,RFHAOTPXVQNOHP-UHFFFAOYSA-N,10.1016/j.bmcl.2014.09.034,Homo sapiens,10,,0-18,7.4,"Tris-HCl, 0.15 M NaCl",0.05,302,Fluorescence spectroscopy,,Modified Stern-Volmer,62200,,,-8.71,,,,,CHEMBL,CHEMBL106,CHEMBL3375844
828,Fluconazole,Fc1ccc(c(c1)F)C(Cn1cncn1)(Cn1cncn1)O,RFHAOTPXVQNOHP-UHFFFAOYSA-N,10.1016/j.bmcl.2014.09.034,Homo sapiens,10,,0-18,7.4,"Tris-HCl, 0.15 M NaCl",0.05,310,Fluorescence spectroscopy,,Modified Stern-Volmer,56500,,,,,,,,CHEMBL,CHEMBL106,CHEMBL3375845
829,Fluconazole,Fc1ccc(c(c1)F)C(Cn1cncn1)(Cn1cncn1)O,RFHAOTPXVQNOHP-UHFFFAOYSA-N,10.1016/j.bmcl.2014.09.034,Homo sapiens,10,,0-18,7.4,"Tris-HCl, 0.15 M NaCl",0.05,298,Fluorescence spectroscopy,,Scatchard,67700,,0.99,,,,,,CHEMBL,CHEMBL106,CHEMBL3375846
830,Fluconazole,Fc1ccc(c(c1)F)C(Cn1cncn1)(Cn1cncn1)O,RFHAOTPXVQNOHP-UHFFFAOYSA-N,10.1016/j.bmcl.2014.09.034,Homo sapiens,10,,0-18,7.4,"Tris-HCl, 0.15 M NaCl",0.05,302,Fluorescence spectroscopy,,Scatchard,62300,,0.99,,,,,,CHEMBL,CHEMBL106,CHEMBL3375847
831,Fluconazole,Fc1ccc(c(c1)F)C(Cn1cncn1)(Cn1cncn1)O,RFHAOTPXVQNOHP-UHFFFAOYSA-N,10.1016/j.bmcl.2014.09.034,Homo sapiens,10,,0-18,7.4,"Tris-HCl, 0.15 M NaCl",0.05,310,Fluorescence spectroscopy,,Scatchard,58200,,1.02,,,,,,CHEMBL,CHEMBL106,CHEMBL3375848
832,Fluconazole,Fc1ccc(c(c1)F)C(Cn1cncn1)(Cn1cncn1)O,RFHAOTPXVQNOHP-UHFFFAOYSA-N,10.1016/j.bmcl.2014.09.034,Homo sapiens,10,,0-18,7.4,"Tris-HCl, 0.15 M NaCl",0.05,298,Fluorescence spectroscopy,,Stern-Volmer,67300,,,,,,,,CHEMBL,CHEMBL106,CHEMBL3375840
833,Fluconazole,Fc1ccc(c(c1)F)C(Cn1cncn1)(Cn1cncn1)O,RFHAOTPXVQNOHP-UHFFFAOYSA-N,10.1016/j.bmcl.2014.09.034,Homo sapiens,10,,0-18,7.4,"Tris-HCl, 0.15 M NaCl",0.05,302,Fluorescence spectroscopy,,Stern-Volmer,61500,,,,,,,,CHEMBL,CHEMBL106,CHEMBL3375841
834,Fluconazole,Fc1ccc(c(c1)F)C(Cn1cncn1)(Cn1cncn1)O,RFHAOTPXVQNOHP-UHFFFAOYSA-N,10.1016/j.bmcl.2014.09.034,Homo sapiens,10,,0-18,7.4,"Tris-HCl, 0.15 M NaCl",0.05,310,Fluorescence spectroscopy,,Stern-Volmer,57600,,,,,,,,CHEMBL,CHEMBL106,CHEMBL3375842
835,Flufenamic Acid,OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F,LPEPZBJOKDYZAD-UHFFFAOYSA-N,10.1016/j.bmc.2010.08.052,Homo sapiens,,,,7.4,Phosphate,,310,Equilibrium dialysis,,,4786300.92322638,,,,,,,,CHEMBL,CHEMBL23588,CHEMBL1805605
836,Fluoxetine,CNCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,10.1016/j.jlumin.2009.07.033,Bos taurus,5,,0-50,7.4,"Phosphate, 0.15 M NaCl",0.1,296,Fluorescence spectroscopy,λex 296 nm,Double logarithmic plot,7.05E+03,,0.93,,,,,,,,
837,Fluoxetine,CNCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,10.1016/j.jlumin.2009.07.033,Bos taurus,5,,0-50,7.4,"Phosphate, 0.15 M NaCl",0.1,303,Fluorescence spectroscopy,λex 296 nm,Double logarithmic plot,4.58E+03,,0.92,,,,,,,,
838,Fluoxetine,CNCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,10.1016/j.jlumin.2009.07.033,Bos taurus,5,,0-50,7.4,"Phosphate, 0.15 M NaCl",0.1,308,Fluorescence spectroscopy,λex 296 nm,Double logarithmic plot,1.60E+03,,0.9,,,,,,,,
839,Fluoxetine,CNCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,10.1016/j.jlumin.2009.07.033,Bos taurus,5,,0-50,7.4,"Phosphate, 0.15 M NaCl",0.1,296,Fluorescence spectroscopy,λex 296 nm,Stern-Volmer,2.10E+03,,,,,,,,,,
840,Fluoxetine,CNCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,10.1016/j.jlumin.2009.07.033,Bos taurus,5,,0-50,7.4,"Phosphate, 0.15 M NaCl",0.1,303,Fluorescence spectroscopy,λex 296 nm,Stern-Volmer,1.74E+03,,,-90.3,,,,,,,
841,Fluoxetine,CNCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,10.1016/j.jlumin.2009.07.033,Bos taurus,5,,0-50,7.4,"Phosphate, 0.15 M NaCl",0.1,308,Fluorescence spectroscopy,λex 296 nm,Stern-Volmer,1.44E+03,,,,,,,,,,
842,Fluphenazine,OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,PLDUPXSUYLZYBN-UHFFFAOYSA-N,10.1021/jm00213a022,Bos taurus,14.5-21.1,,14.5,7.44,"Phosphate, NaCl",0.054,298,Circular dichroism,,,25703.9578276886,,,,,,,,CHEMBL,CHEMBL726,CHEMBL3279831
